"","variables","cases","total_successes","total_failures","hiper_count_overall","hiper_count_fail","hiper_count_success","mean_overall","mean_fail","mean_success","success_odds","fail_odds","odds_ratio","log10_odds_ratio"
"keywords_df8039.medium","keywords_df8039.medium",69,9,60,125,107,18,1.81159420289855,1.78333333333333,2,-2,-2.27659574468085,0.878504672897196,-0.056255924085511
"keywords_df8039.high","keywords_df8039.high",69,9,60,79,70,9,1.14492753623188,1.16666666666667,1,0,-7,0,0
"keywords_df8040.low","keywords_df8040.low",69,9,60,79,67,12,1.14492753623188,1.11666666666667,1.33333333333333,-4,-9.57142857142857,0.417910447761194,-0.378916771358607
"keywords_df8040.medium","keywords_df8040.medium",69,9,60,115,104,11,1.66666666666667,1.73333333333333,1.22222222222222,-5.5,-2.36363636363636,2.32692307692308,0.366782026681651
"keywords_df8040.high","keywords_df8040.high",69,9,60,82,69,13,1.18840579710145,1.15,1.44444444444444,-3.25,-7.66666666666667,0.423913043478261,-0.372723220319056
"keywords_df8041.low","keywords_df8041.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8041.medium","keywords_df8041.medium",69,9,60,128,110,18,1.85507246376812,1.83333333333333,2,-2,-2.2,0.909090909090909,-0.0413926851582251
"keywords_df8041.high","keywords_df8041.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8042.low","keywords_df8042.low",69,9,60,82,72,10,1.18840579710145,1.2,1.11111111111111,-10,-6,1.66666666666667,0.221848749616356
"keywords_df8042.medium","keywords_df8042.medium",69,9,60,110,96,14,1.59420289855072,1.6,1.55555555555556,-2.8,-2.66666666666667,1.05,0.0211892990699381
"keywords_df8042.high","keywords_df8042.high",69,9,60,84,72,12,1.21739130434783,1.2,1.33333333333333,-4,-6,0.666666666666667,-0.176091259055681
"keywords_df8043.low","keywords_df8043.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8043.medium","keywords_df8043.medium",69,9,60,129,111,18,1.8695652173913,1.85,2,-2,-2.17647058823529,0.918918918918919,-0.0367228070247399
"keywords_df8043.high","keywords_df8043.high",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"keywords_df8044.low","keywords_df8044.low",69,9,60,77,68,9,1.11594202898551,1.13333333333333,1,0,-8.5,0,0
"keywords_df8044.medium","keywords_df8044.medium",69,9,60,119,101,18,1.72463768115942,1.68333333333333,2,-2,-2.46341463414634,0.811881188118812,-0.0905075213989259
"keywords_df8044.high","keywords_df8044.high",69,9,60,80,71,9,1.15942028985507,1.18333333333333,1,0,-6.45454545454545,0,0
"keywords_df8045.low","keywords_df8045.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"keywords_df8045.medium","keywords_df8045.medium",69,9,60,123,105,18,1.78260869565217,1.75,2,-2,-2.33333333333333,0.857142857142857,-0.0669467896306132
"keywords_df8045.high","keywords_df8045.high",69,9,60,79,70,9,1.14492753623188,1.16666666666667,1,0,-7,0,0
"keywords_df8046.low","keywords_df8046.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8046.medium","keywords_df8046.medium",69,9,60,128,110,18,1.85507246376812,1.83333333333333,2,-2,-2.2,0.909090909090909,-0.0413926851582251
"keywords_df8046.high","keywords_df8046.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8047.low","keywords_df8047.low",69,9,60,72,63,9,1.04347826086957,1.05,1,0,-21,0,0
"keywords_df8047.medium","keywords_df8047.medium",69,9,60,130,113,17,1.88405797101449,1.88333333333333,1.88888888888889,-2.125,-2.13207547169811,0.996681415929203,-0.00144363949630037
"keywords_df8047.high","keywords_df8047.high",69,9,60,74,64,10,1.07246376811594,1.06666666666667,1.11111111111111,-10,-16,0.625,-0.204119982655925
"keywords_df8048.low","keywords_df8048.low",69,9,60,85,73,12,1.23188405797101,1.21666666666667,1.33333333333333,-4,-5.61538461538461,0.712328767123288,-0.147319516485657
"keywords_df8048.medium","keywords_df8048.medium",69,9,60,108,97,11,1.56521739130435,1.61666666666667,1.22222222222222,-5.5,-2.62162162162162,2.0979381443299,0.321792679294994
"keywords_df8048.high","keywords_df8048.high",69,9,60,83,70,13,1.20289855072464,1.16666666666667,1.44444444444444,-3.25,-7,0.464285714285714,-0.333214679035382
"keywords_df8049.low","keywords_df8049.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8049.medium","keywords_df8049.medium",69,9,60,127,109,18,1.84057971014493,1.81666666666667,2,-2,-2.22448979591837,0.899082568807339,-0.0462004222481288
"keywords_df8049.high","keywords_df8049.high",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
"keywords_df8050.low","keywords_df8050.low",69,9,60,74,62,12,1.07246376811594,1.03333333333333,1.33333333333333,-4,-31,0.129032258064516,-0.88930170250631
"keywords_df8050.medium","keywords_df8050.medium",69,9,60,126,114,12,1.82608695652174,1.9,1.33333333333333,-4,-2.11111111111111,1.89473684210526,0.277548899814458
"keywords_df8050.high","keywords_df8050.high",69,9,60,76,64,12,1.10144927536232,1.06666666666667,1.33333333333333,-4,-16,0.25,-0.602059991327962
"keywords_df8051.low","keywords_df8051.low",69,9,60,86,74,12,1.2463768115942,1.23333333333333,1.33333333333333,-4,-5.28571428571429,0.756756756756757,-0.121043692724776
"keywords_df8051.medium","keywords_df8051.medium",69,9,60,104,94,10,1.50724637681159,1.56666666666667,1.11111111111111,-10,-2.76470588235294,3.61702127659574,0.558351063442556
"keywords_df8051.high","keywords_df8051.high",69,9,60,86,72,14,1.2463768115942,1.2,1.55555555555556,-2.8,-6,0.466666666666667,-0.330993219041424
"keywords_df8052.low","keywords_df8052.low",69,9,60,75,64,11,1.08695652173913,1.06666666666667,1.22222222222222,-5.5,-16,0.34375,-0.463757293161681
"keywords_df8052.medium","keywords_df8052.medium",69,9,60,121,108,13,1.7536231884058,1.8,1.44444444444444,-3.25,-2.25,1.44444444444444,0.159700842867512
"keywords_df8052.high","keywords_df8052.high",69,9,60,80,68,12,1.15942028985507,1.13333333333333,1.33333333333333,-4,-8.5,0.470588235294118,-0.32735893438633
"keywords_df8053.low","keywords_df8053.low",69,9,60,72,63,9,1.04347826086957,1.05,1,0,-21,0,0
"keywords_df8053.medium","keywords_df8053.medium",69,9,60,129,111,18,1.8695652173913,1.85,2,-2,-2.17647058823529,0.918918918918919,-0.0367228070247399
"keywords_df8053.high","keywords_df8053.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8054.low","keywords_df8054.low",69,9,60,76,66,10,1.10144927536232,1.1,1.11111111111111,-10,-11,0.909090909090909,-0.0413926851582251
"keywords_df8054.medium","keywords_df8054.medium",69,9,60,131,114,17,1.89855072463768,1.9,1.88888888888889,-2.125,-2.11111111111111,1.00657894736842,0.00284784287282624
"keywords_df8054.high","keywords_df8054.high",69,9,60,69,60,9,1,1,1,0,Inf,0,0
"keywords_df8055.low","keywords_df8055.low",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8055.medium","keywords_df8055.medium",69,9,60,122,104,18,1.76811594202899,1.73333333333333,2,-2,-2.36363636363636,0.846153846153846,-0.0725506671486117
"keywords_df8055.high","keywords_df8055.high",69,9,60,79,70,9,1.14492753623188,1.16666666666667,1,0,-7,0,0
"keywords_df8056.low","keywords_df8056.low",69,9,60,85,74,11,1.23188405797101,1.23333333333333,1.22222222222222,-5.5,-5.28571428571429,1.04054054054054,0.0172590054415057
"keywords_df8056.medium","keywords_df8056.medium",69,9,60,106,93,13,1.53623188405797,1.55,1.44444444444444,-3.25,-2.81818181818182,1.15322580645161,0.0619143523028267
"keywords_df8056.high","keywords_df8056.high",69,9,60,85,73,12,1.23188405797101,1.21666666666667,1.33333333333333,-4,-5.61538461538461,0.712328767123288,-0.147319516485657
"keywords_df8057.low","keywords_df8057.low",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8057.medium","keywords_df8057.medium",69,9,60,122,104,18,1.76811594202899,1.73333333333333,2,-2,-2.36363636363636,0.846153846153846,-0.0725506671486117
"keywords_df8057.high","keywords_df8057.high",69,9,60,79,70,9,1.14492753623188,1.16666666666667,1,0,-7,0,0
"keywords_df8058.low","keywords_df8058.low",69,9,60,72,63,9,1.04347826086957,1.05,1,0,-21,0,0
"keywords_df8058.medium","keywords_df8058.medium",69,9,60,129,111,18,1.8695652173913,1.85,2,-2,-2.17647058823529,0.918918918918919,-0.0367228070247399
"keywords_df8058.high","keywords_df8058.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8059.low","keywords_df8059.low",69,9,60,74,64,10,1.07246376811594,1.06666666666667,1.11111111111111,-10,-16,0.625,-0.204119982655925
"keywords_df8059.medium","keywords_df8059.medium",69,9,60,122,107,15,1.76811594202899,1.78333333333333,1.66666666666667,-2.5,-2.27659574468085,1.0981308411215,0.0406540889225455
"keywords_df8059.high","keywords_df8059.high",69,9,60,80,69,11,1.15942028985507,1.15,1.22222222222222,-5.5,-7.66666666666667,0.717391304347826,-0.144243891803687
"keywords_df8060.low","keywords_df8060.low",69,9,60,83,73,10,1.20289855072464,1.21666666666667,1.11111111111111,-10,-5.61538461538461,1.78082191780822,0.250620492186381
"keywords_df8060.medium","keywords_df8060.medium",69,9,60,112,96,16,1.6231884057971,1.6,1.77777777777778,-2.28571428571429,-2.66666666666667,0.857142857142857,-0.0669467896306132
"keywords_df8060.high","keywords_df8060.high",69,9,60,81,71,10,1.17391304347826,1.18333333333333,1.11111111111111,-10,-6.45454545454545,1.54929577464789,0.19013433643915
"keywords_df8061.low","keywords_df8061.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"keywords_df8061.medium","keywords_df8061.medium",69,9,60,124,106,18,1.79710144927536,1.76666666666667,2,-2,-2.30434782608696,0.867924528301887,-0.061518037919215
"keywords_df8061.high","keywords_df8061.high",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"keywords_df8062.low","keywords_df8062.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8062.medium","keywords_df8062.medium",69,9,60,128,110,18,1.85507246376812,1.83333333333333,2,-2,-2.2,0.909090909090909,-0.0413926851582251
"keywords_df8062.high","keywords_df8062.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8063.low","keywords_df8063.low",69,9,60,73,63,10,1.05797101449275,1.05,1.11111111111111,-10,-21,0.476190476190476,-0.322219294733919
"keywords_df8063.medium","keywords_df8063.medium",69,9,60,126,111,15,1.82608695652174,1.85,1.66666666666667,-2.5,-2.17647058823529,1.14864864864865,0.0601872059833166
"keywords_df8063.high","keywords_df8063.high",69,9,60,77,66,11,1.11594202898551,1.1,1.22222222222222,-5.5,-11,0.5,-0.301029995663981
"keywords_df8064.low","keywords_df8064.low",69,9,60,84,72,12,1.21739130434783,1.2,1.33333333333333,-4,-6,0.666666666666667,-0.176091259055681
"keywords_df8064.medium","keywords_df8064.medium",69,9,60,109,96,13,1.57971014492754,1.6,1.44444444444444,-3.25,-2.66666666666667,1.21875,0.0859146287065932
"keywords_df8064.high","keywords_df8064.high",69,9,60,83,72,11,1.20289855072464,1.2,1.22222222222222,-5.5,-6,0.916666666666667,-0.0377885608893998
"keywords_df8065.low","keywords_df8065.low",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
"keywords_df8065.medium","keywords_df8065.medium",69,9,60,117,100,17,1.69565217391304,1.66666666666667,1.88888888888889,-2.125,-2.5,0.85,-0.0705810742857073
"keywords_df8065.high","keywords_df8065.high",69,9,60,83,73,10,1.20289855072464,1.21666666666667,1.11111111111111,-10,-5.61538461538461,1.78082191780822,0.250620492186381
"keywords_df8066.low","keywords_df8066.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"keywords_df8066.medium","keywords_df8066.medium",69,9,60,127,109,18,1.84057971014493,1.81666666666667,2,-2,-2.22448979591837,0.899082568807339,-0.0462004222481288
"keywords_df8066.high","keywords_df8066.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8067.low","keywords_df8067.low",69,9,60,85,74,11,1.23188405797101,1.23333333333333,1.22222222222222,-5.5,-5.28571428571429,1.04054054054054,0.0172590054415057
"keywords_df8067.medium","keywords_df8067.medium",69,9,60,110,96,14,1.59420289855072,1.6,1.55555555555556,-2.8,-2.66666666666667,1.05,0.0211892990699381
"keywords_df8067.high","keywords_df8067.high",69,9,60,81,70,11,1.17391304347826,1.16666666666667,1.22222222222222,-5.5,-7,0.785714285714286,-0.104735350520013
"keywords_df8068.low","keywords_df8068.low",69,9,60,76,66,10,1.10144927536232,1.1,1.11111111111111,-10,-11,0.909090909090909,-0.0413926851582251
"keywords_df8068.medium","keywords_df8068.medium",69,9,60,117,102,15,1.69565217391304,1.7,1.66666666666667,-2.5,-2.42857142857143,1.02941176470588,0.0125891273080206
"keywords_df8068.high","keywords_df8068.high",69,9,60,83,72,11,1.20289855072464,1.2,1.22222222222222,-5.5,-6,0.916666666666667,-0.0377885608893998
"keywords_df8069.low","keywords_df8069.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8069.medium","keywords_df8069.medium",69,9,60,126,108,18,1.82608695652174,1.8,2,-2,-2.25,0.888888888888889,-0.0511525224473813
"keywords_df8069.high","keywords_df8069.high",69,9,60,77,68,9,1.11594202898551,1.13333333333333,1,0,-8.5,0,0
"keywords_df8070.low","keywords_df8070.low",69,9,60,74,64,10,1.07246376811594,1.06666666666667,1.11111111111111,-10,-16,0.625,-0.204119982655925
"keywords_df8070.medium","keywords_df8070.medium",69,9,60,126,111,15,1.82608695652174,1.85,1.66666666666667,-2.5,-2.17647058823529,1.14864864864865,0.0601872059833166
"keywords_df8070.high","keywords_df8070.high",69,9,60,76,65,11,1.10144927536232,1.08333333333333,1.22222222222222,-5.5,-13,0.423076923076923,-0.373580662812593
"keywords_df8071.low","keywords_df8071.low",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"keywords_df8071.medium","keywords_df8071.medium",69,9,60,118,100,18,1.71014492753623,1.66666666666667,2,-2,-2.5,0.8,-0.0969100130080564
"keywords_df8071.high","keywords_df8071.high",69,9,60,80,71,9,1.15942028985507,1.18333333333333,1,0,-6.45454545454545,0,0
"keywords_df8072.low","keywords_df8072.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"keywords_df8072.medium","keywords_df8072.medium",69,9,60,125,107,18,1.81159420289855,1.78333333333333,2,-2,-2.27659574468085,0.878504672897196,-0.056255924085511
"keywords_df8072.high","keywords_df8072.high",69,9,60,77,68,9,1.11594202898551,1.13333333333333,1,0,-8.5,0,0
"keywords_df8073.low","keywords_df8073.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"keywords_df8073.medium","keywords_df8073.medium",69,9,60,123,105,18,1.78260869565217,1.75,2,-2,-2.33333333333333,0.857142857142857,-0.0669467896306132
"keywords_df8073.high","keywords_df8073.high",69,9,60,79,70,9,1.14492753623188,1.16666666666667,1,0,-7,0,0
"keywords_df8074.low","keywords_df8074.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8074.medium","keywords_df8074.medium",69,9,60,126,109,17,1.82608695652174,1.81666666666667,1.88888888888889,-2.125,-2.22448979591837,0.955275229357798,-0.0198714835257796
"keywords_df8074.high","keywords_df8074.high",69,9,60,77,67,10,1.11594202898551,1.11666666666667,1.11111111111111,-10,-9.57142857142857,1.04477611940299,0.0190232373134305
"keywords_df8075.low","keywords_df8075.low",69,9,60,73,63,10,1.05797101449275,1.05,1.11111111111111,-10,-21,0.476190476190476,-0.322219294733919
"keywords_df8075.medium","keywords_df8075.medium",69,9,60,126,109,17,1.82608695652174,1.81666666666667,1.88888888888889,-2.125,-2.22448979591837,0.955275229357798,-0.0198714835257796
"keywords_df8075.high","keywords_df8075.high",69,9,60,77,68,9,1.11594202898551,1.13333333333333,1,0,-8.5,0,0
"keywords_df8076.low","keywords_df8076.low",69,9,60,74,64,10,1.07246376811594,1.06666666666667,1.11111111111111,-10,-16,0.625,-0.204119982655925
"keywords_df8076.medium","keywords_df8076.medium",69,9,60,125,111,14,1.81159420289855,1.85,1.55555555555556,-2.8,-2.17647058823529,1.28648648648649,0.109405228653498
"keywords_df8076.high","keywords_df8076.high",69,9,60,77,65,12,1.11594202898551,1.08333333333333,1.33333333333333,-4,-13,0.307692307692308,-0.511883360978874
"keywords_df8077.low","keywords_df8077.low",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8077.medium","keywords_df8077.medium",69,9,60,119,101,18,1.72463768115942,1.68333333333333,2,-2,-2.46341463414634,0.811881188118812,-0.0905075213989259
"keywords_df8077.high","keywords_df8077.high",69,9,60,82,73,9,1.18840579710145,1.21666666666667,1,0,-5.61538461538461,0,0
"keywords_df8078.low","keywords_df8078.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8078.medium","keywords_df8078.medium",69,9,60,127,109,18,1.84057971014493,1.81666666666667,2,-2,-2.22448979591837,0.899082568807339,-0.0462004222481288
"keywords_df8078.high","keywords_df8078.high",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
"keywords_df8079.low","keywords_df8079.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8079.medium","keywords_df8079.medium",69,9,60,126,108,18,1.82608695652174,1.8,2,-2,-2.25,0.888888888888889,-0.0511525224473813
"keywords_df8079.high","keywords_df8079.high",69,9,60,77,68,9,1.11594202898551,1.13333333333333,1,0,-8.5,0,0
"keywords_df8080.low","keywords_df8080.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8080.medium","keywords_df8080.medium",69,9,60,128,110,18,1.85507246376812,1.83333333333333,2,-2,-2.2,0.909090909090909,-0.0413926851582251
"keywords_df8080.high","keywords_df8080.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8081.low","keywords_df8081.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8081.medium","keywords_df8081.medium",69,9,60,127,109,18,1.84057971014493,1.81666666666667,2,-2,-2.22448979591837,0.899082568807339,-0.0462004222481288
"keywords_df8081.high","keywords_df8081.high",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
"keywords_df8082.low","keywords_df8082.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"keywords_df8082.medium","keywords_df8082.medium",69,9,60,127,109,18,1.84057971014493,1.81666666666667,2,-2,-2.22448979591837,0.899082568807339,-0.0462004222481288
"keywords_df8082.high","keywords_df8082.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8083.low","keywords_df8083.low",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"keywords_df8083.medium","keywords_df8083.medium",69,9,60,117,99,18,1.69565217391304,1.65,2,-2,-2.53846153846154,0.787878787878788,-0.103540591907069
"keywords_df8083.high","keywords_df8083.high",69,9,60,81,72,9,1.17391304347826,1.2,1,0,-6,0,0
"keywords_df8084.low","keywords_df8084.low",69,9,60,81,70,11,1.17391304347826,1.16666666666667,1.22222222222222,-5.5,-7,0.785714285714286,-0.104735350520013
"keywords_df8084.medium","keywords_df8084.medium",69,9,60,112,97,15,1.6231884057971,1.61666666666667,1.66666666666667,-2.5,-2.62162162162162,0.95360824742268,-0.0206300015272122
"keywords_df8084.high","keywords_df8084.high",69,9,60,83,73,10,1.20289855072464,1.21666666666667,1.11111111111111,-10,-5.61538461538461,1.78082191780822,0.250620492186381
"keywords_df8085.low","keywords_df8085.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"keywords_df8085.medium","keywords_df8085.medium",69,9,60,126,108,18,1.82608695652174,1.8,2,-2,-2.25,0.888888888888889,-0.0511525224473813
"keywords_df8085.high","keywords_df8085.high",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
"keywords_df8086.low","keywords_df8086.low",69,9,60,72,62,10,1.04347826086957,1.03333333333333,1.11111111111111,-10,-31,0.32258064516129,-0.491361693834273
"keywords_df8086.medium","keywords_df8086.medium",69,9,60,128,113,15,1.85507246376812,1.88333333333333,1.66666666666667,-2.5,-2.13207547169811,1.17256637168142,0.0691374347894069
"keywords_df8086.high","keywords_df8086.high",69,9,60,76,65,11,1.10144927536232,1.08333333333333,1.22222222222222,-5.5,-13,0.423076923076923,-0.373580662812593
"keywords_df8087.low","keywords_df8087.low",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"keywords_df8087.medium","keywords_df8087.medium",69,9,60,123,105,18,1.78260869565217,1.75,2,-2,-2.33333333333333,0.857142857142857,-0.0669467896306132
"keywords_df8087.high","keywords_df8087.high",69,9,60,79,70,9,1.14492753623188,1.16666666666667,1,0,-7,0,0
"keywords_df8088.low","keywords_df8088.low",69,9,60,72,63,9,1.04347826086957,1.05,1,0,-21,0,0
"keywords_df8088.medium","keywords_df8088.medium",69,9,60,131,113,18,1.89855072463768,1.88333333333333,2,-2,-2.13207547169811,0.938053097345133,-0.0277725782186495
"keywords_df8088.high","keywords_df8088.high",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8089.low","keywords_df8089.low",69,9,60,73,63,10,1.05797101449275,1.05,1.11111111111111,-10,-21,0.476190476190476,-0.322219294733919
"keywords_df8089.medium","keywords_df8089.medium",69,9,60,126,111,15,1.82608695652174,1.85,1.66666666666667,-2.5,-2.17647058823529,1.14864864864865,0.0601872059833166
"keywords_df8089.high","keywords_df8089.high",69,9,60,77,66,11,1.11594202898551,1.1,1.22222222222222,-5.5,-11,0.5,-0.301029995663981
"keywords_df8090.low","keywords_df8090.low",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"keywords_df8090.medium","keywords_df8090.medium",69,9,60,115,97,18,1.66666666666667,1.61666666666667,2,-2,-2.62162162162162,0.762886597938144,-0.117540014535269
"keywords_df8090.high","keywords_df8090.high",69,9,60,83,74,9,1.20289855072464,1.23333333333333,1,0,-5.28571428571429,0,0
"keywords_df8091.low","keywords_df8091.low",69,9,60,72,63,9,1.04347826086957,1.05,1,0,-21,0,0
"keywords_df8091.medium","keywords_df8091.medium",69,9,60,128,110,18,1.85507246376812,1.83333333333333,2,-2,-2.2,0.909090909090909,-0.0413926851582251
"keywords_df8091.high","keywords_df8091.high",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
"keywords_df8092.low","keywords_df8092.low",69,9,60,86,74,12,1.2463768115942,1.23333333333333,1.33333333333333,-4,-5.28571428571429,0.756756756756757,-0.121043692724776
"keywords_df8092.medium","keywords_df8092.medium",69,9,60,107,93,14,1.55072463768116,1.55,1.55555555555556,-2.8,-2.81818181818182,0.993548387096774,-0.00281097733382847
"keywords_df8092.high","keywords_df8092.high",69,9,60,83,73,10,1.20289855072464,1.21666666666667,1.11111111111111,-10,-5.61538461538461,1.78082191780822,0.250620492186381
"keywords_df8093.low","keywords_df8093.low",69,9,60,76,65,11,1.10144927536232,1.08333333333333,1.22222222222222,-5.5,-13,0.423076923076923,-0.373580662812593
"keywords_df8093.medium","keywords_df8093.medium",69,9,60,120,105,15,1.73913043478261,1.75,1.66666666666667,-2.5,-2.33333333333333,1.07142857142857,0.0299632233774432
"keywords_df8093.high","keywords_df8093.high",69,9,60,80,70,10,1.15942028985507,1.16666666666667,1.11111111111111,-10,-7,1.42857142857143,0.154901959985743
"keywords_df8094.low","keywords_df8094.low",69,9,60,86,72,14,1.2463768115942,1.2,1.55555555555556,-2.8,-6,0.466666666666667,-0.330993219041424
"keywords_df8094.medium","keywords_df8094.medium",69,9,60,105,95,10,1.52173913043478,1.58333333333333,1.11111111111111,-10,-2.71428571428571,3.68421052631579,0.566344439061428
"keywords_df8094.high","keywords_df8094.high",69,9,60,85,73,12,1.23188405797101,1.21666666666667,1.33333333333333,-4,-5.61538461538461,0.712328767123288,-0.147319516485657
"keywords_df8095.low","keywords_df8095.low",69,9,60,73,64,9,1.05797101449275,1.06666666666667,1,0,-16,0,0
"keywords_df8095.medium","keywords_df8095.medium",69,9,60,129,111,18,1.8695652173913,1.85,2,-2,-2.17647058823529,0.918918918918919,-0.0367228070247399
"keywords_df8095.high","keywords_df8095.high",69,9,60,74,65,9,1.07246376811594,1.08333333333333,1,0,-13,0,0
"keywords_df8096.low","keywords_df8096.low",69,9,60,82,72,10,1.18840579710145,1.2,1.11111111111111,-10,-6,1.66666666666667,0.221848749616356
"keywords_df8096.medium","keywords_df8096.medium",69,9,60,112,96,16,1.6231884057971,1.6,1.77777777777778,-2.28571428571429,-2.66666666666667,0.857142857142857,-0.0669467896306132
"keywords_df8096.high","keywords_df8096.high",69,9,60,82,72,10,1.18840579710145,1.2,1.11111111111111,-10,-6,1.66666666666667,0.221848749616356
"keywords_df8097.low","keywords_df8097.low",69,9,60,86,75,11,1.2463768115942,1.25,1.22222222222222,-5.5,-5,1.1,0.0413926851582251
"keywords_df8097.medium","keywords_df8097.medium",69,9,60,106,93,13,1.53623188405797,1.55,1.44444444444444,-3.25,-2.81818181818182,1.15322580645161,0.0619143523028267
"keywords_df8097.high","keywords_df8097.high",69,9,60,84,72,12,1.21739130434783,1.2,1.33333333333333,-4,-6,0.666666666666667,-0.176091259055681
"keywords_df8098.low","keywords_df8098.low",69,9,60,76,67,9,1.10144927536232,1.11666666666667,1,0,-9.57142857142857,0,0
"keywords_df8098.medium","keywords_df8098.medium",69,9,60,125,107,18,1.81159420289855,1.78333333333333,2,-2,-2.27659574468085,0.878504672897196,-0.056255924085511
"keywords_df8098.high","keywords_df8098.high",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8099.low","keywords_df8099.low",69,9,60,75,66,9,1.08695652173913,1.1,1,0,-11,0,0
"keywords_df8099.medium","keywords_df8099.medium",69,9,60,123,105,18,1.78260869565217,1.75,2,-2,-2.33333333333333,0.857142857142857,-0.0669467896306132
"keywords_df8099.high","keywords_df8099.high",69,9,60,78,69,9,1.1304347826087,1.15,1,0,-7.66666666666667,0,0
"keywords_df8100.low","keywords_df8100.low",69,9,60,77,68,9,1.11594202898551,1.13333333333333,1,0,-8.5,0,0
"keywords_df8100.medium","keywords_df8100.medium",69,9,60,116,98,18,1.68115942028985,1.63333333333333,2,-2,-2.57894736842105,0.775510204081633,-0.110412483411704
"keywords_df8100.high","keywords_df8100.high",69,9,60,83,74,9,1.20289855072464,1.23333333333333,1,0,-5.28571428571429,0,0
"keywords_df8101.low","keywords_df8101.low",69,9,60,85,73,12,1.23188405797101,1.21666666666667,1.33333333333333,-4,-5.61538461538461,0.712328767123288,-0.147319516485657
"keywords_df8101.medium","keywords_df8101.medium",69,9,60,108,95,13,1.56521739130435,1.58333333333333,1.44444444444444,-3.25,-2.71428571428571,1.19736842105263,0.0782278000403022
"keywords_df8101.high","keywords_df8101.high",69,9,60,83,72,11,1.20289855072464,1.2,1.22222222222222,-5.5,-6,0.916666666666667,-0.0377885608893998
"keywords_df8102.low","keywords_df8102.low",69,9,60,77,68,9,1.11594202898551,1.13333333333333,1,0,-8.5,0,0
